asset_id,asset_code,asset_name,district,structure_length_m,route_class,lanes_count,built_year,bridge_age_years,bridge_type_context,highway_raw,railway_raw,reported_width_m_context_only,render_width_used_as_model_fact,shared_features_present,transfer_scope
19342,AP_BR_OSM_W1423839876,Unnamed Road Bridge - OSM 1423839876,,23.04,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19343,AP_BR_OSM_W1423839878,Unnamed Road Bridge - OSM 1423839878,,38.45,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19344,AP_BR_OSM_W1423839879,Unnamed Road Bridge - OSM 1423839879,,18.46,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19345,AP_BR_OSM_W1423952775,Unnamed Road Bridge - OSM 1423952775,,29.39,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19346,AP_BR_OSM_W1424027364,Unnamed Road Bridge - OSM 1424027364,,24.04,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19347,AP_BR_OSM_W1424027371,Unnamed Road Bridge - OSM 1424027371,,9.2,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19348,AP_BR_OSM_W1424027574,Unnamed Road Bridge - OSM 1424027574,,17.97,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19349,AP_BR_OSM_W1424031270,Unnamed Road Bridge - OSM 1424031270,,10.8,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19350,AP_BR_OSM_W1424031279,Billekal - Yemmiganur Road,,7.11,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19351,AP_BR_OSM_W1424031281,Unnamed Road Bridge - OSM 1424031281,,50.03,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19352,AP_BR_OSM_W1424037773,Unnamed Road Bridge - OSM 1424037773,,51.38,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19353,AP_BR_OSM_W1424038041,Unnamed Road Bridge - OSM 1424038041,,50.12,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19354,AP_BR_OSM_W1424058733,Unnamed Road Bridge - OSM 1424058733,,32.72,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19355,AP_BR_OSM_W1424058734,Unnamed Road Bridge - OSM 1424058734,,39.57,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19356,AP_BR_OSM_W1424058735,Unnamed Road Bridge - OSM 1424058735,,34.97,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19357,AP_BR_OSM_W1424058740,Unnamed Road Bridge - OSM 1424058740,,39.69,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19358,AP_BR_OSM_W1424063195,Unnamed Road Bridge - OSM 1424063195,,20.15,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19359,AP_BR_OSM_W1424063198,Unnamed Road Bridge - OSM 1424063198,,20.53,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19360,AP_BR_OSM_W1424063204,Unnamed Road Bridge - OSM 1424063204,,25.75,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19361,AP_BR_OSM_W1424063205,Unnamed Road Bridge - OSM 1424063205,,22.69,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19362,AP_BR_OSM_W1424063207,Unnamed Road Bridge - OSM 1424063207,,24.75,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19363,AP_BR_OSM_W1424063218,Unnamed Road Bridge - OSM 1424063218,,26.02,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19364,AP_BR_OSM_W1424080208,Unnamed Road Bridge - OSM 1424080208,,22.99,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19365,AP_BR_OSM_W1424080211,Unnamed Road Bridge - OSM 1424080211,,29.12,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19366,AP_BR_OSM_W1424080215,Unnamed Road Bridge - OSM 1424080215,,24.65,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19367,AP_BR_OSM_W1424080222,Unnamed Road Bridge - OSM 1424080222,,28.84,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19368,AP_BR_OSM_W1424080234,Unnamed Road Bridge - OSM 1424080234,,29.64,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19369,AP_BR_OSM_W1424080236,Unnamed Road Bridge - OSM 1424080236,,28.38,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19370,AP_BR_OSM_W1424080241,Unnamed Road Bridge - OSM 1424080241,,23.21,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19371,AP_BR_OSM_W1424080242,Unnamed Road Bridge - OSM 1424080242,,19.87,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19372,AP_BR_OSM_W1424080248,Unnamed Road Bridge - OSM 1424080248,,26.03,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19373,AP_BR_OSM_W1424093316,Unnamed Road Bridge - OSM 1424093316,,31.14,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19374,AP_BR_OSM_W1424093327,Unnamed Road Bridge - OSM 1424093327,,29.34,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19375,AP_BR_OSM_W1424188681,Beerupadu Village Road,,34.92,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19376,AP_BR_OSM_W1424326317,Unnamed Rail Bridge - OSM 1424326317,,37.53,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
19377,AP_BR_OSM_W1424326319,Unnamed Rail Bridge - OSM 1424326319,,37.54,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
19378,AP_BR_OSM_W1424407863,Unnamed Rail Bridge - OSM 1424407863,,61.59,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
19379,AP_BR_OSM_W1424414786,Unnamed Road Bridge - OSM 1424414786,,30.75,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19380,AP_BR_OSM_W1424414788,Unnamed Road Bridge - OSM 1424414788,,27.7,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19381,AP_BR_OSM_W1424414789,Unnamed Road Bridge - OSM 1424414789,,35.58,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19382,AP_BR_OSM_W1424701839,Unnamed Road Bridge - OSM 1424701839,,29.07,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19383,AP_BR_OSM_W1424701842,Unnamed Road Bridge - OSM 1424701842,,29.45,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19384,AP_BR_OSM_W1424701844,Unnamed Road Bridge - OSM 1424701844,,34.82,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19385,AP_BR_OSM_W1424701847,Unnamed Road Bridge - OSM 1424701847,,36.03,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19386,AP_BR_OSM_W1424718878,Unnamed Road Bridge - OSM 1424718878,,36.95,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19387,AP_BR_OSM_W1424718881,Unnamed Road Bridge - OSM 1424718881,,50.11,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19388,AP_BR_OSM_W1424718889,Unnamed Road Bridge - OSM 1424718889,,44.87,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19389,AP_BR_OSM_W1424718893,Unnamed Road Bridge - OSM 1424718893,,50.11,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19390,AP_BR_OSM_W1424718896,Unnamed Road Bridge - OSM 1424718896,,29.06,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19391,AP_BR_OSM_W1424718904,Unnamed Road Bridge - OSM 1424718904,,29.15,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19392,AP_BR_OSM_W1424718920,Unnamed Road Bridge - OSM 1424718920,,50.11,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19393,AP_BR_OSM_W1424738461,Unnamed Road Bridge - OSM 1424738461,,47.25,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19394,AP_BR_OSM_W1424738464,Unnamed Road Bridge - OSM 1424738464,,50.11,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19395,AP_BR_OSM_W1424738476,Unnamed Road Bridge - OSM 1424738476,,50.08,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19396,AP_BR_OSM_W1424744507,Unnamed Road Bridge - OSM 1424744507,,50.02,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19397,AP_BR_OSM_W1424753513,Unnamed Road Bridge - OSM 1424753513,,27.59,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19398,AP_BR_OSM_W1424753518,Unnamed Road Bridge - OSM 1424753518,,36.49,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19399,AP_BR_OSM_W1424766040,Unnamed Road Bridge - OSM 1424766040,,19.66,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19400,AP_BR_OSM_W1424766051,Unnamed Road Bridge - OSM 1424766051,,25.16,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19401,AP_BR_OSM_W1424772259,Unnamed Road Bridge - OSM 1424772259,,26.91,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19402,AP_BR_OSM_W1424772261,Unnamed Road Bridge - OSM 1424772261,,29.03,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19403,AP_BR_OSM_W1424772327,Unnamed Road Bridge - OSM 1424772327,,26.26,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19404,AP_BR_OSM_W1424772330,Unnamed Road Bridge - OSM 1424772330,,28.78,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19405,AP_BR_OSM_W1424772334,Unnamed Road Bridge - OSM 1424772334,,21.47,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19406,AP_BR_OSM_W1424790109,Unnamed Road Bridge - OSM 1424790109,,29.24,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19407,AP_BR_OSM_W1424790124,Unnamed Road Bridge - OSM 1424790124,,29.05,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19408,AP_BR_OSM_W1424790126,Unnamed Road Bridge - OSM 1424790126,,21.14,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19409,AP_BR_OSM_W1424829748,Unnamed Pedestrian Bridge - OSM 1424829748,,20.68,OTHER,,,,PEDESTRIAN,footway,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19410,AP_BR_OSM_W1424839306,Unnamed Pedestrian Bridge - OSM 1424839306,,31.15,OTHER,,,,PEDESTRIAN,footway,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19411,AP_BR_OSM_W1424840232,Unnamed Road Bridge - OSM 1424840232,,29.17,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19412,AP_BR_OSM_W1424843500,Unnamed Road Bridge - OSM 1424843500,,50.11,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19413,AP_BR_OSM_W1424923601,Unnamed Road Bridge - OSM 1424923601,,25.04,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19414,AP_BR_OSM_W1424956565,Unnamed Road Bridge - OSM 1424956565,,33.07,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19415,AP_BR_OSM_W1424956575,Unnamed Road Bridge - OSM 1424956575,,25.8,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19416,AP_BR_OSM_W1424978968,Unnamed Road Bridge - OSM 1424978968,,15.64,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19417,AP_BR_OSM_W1424978972,street road,,14.5,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19418,AP_BR_OSM_W1425194075,Unnamed Road Bridge - OSM 1425194075,,26.51,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19419,AP_BR_OSM_W1425194080,Unnamed Road Bridge - OSM 1425194080,,24.76,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19420,AP_BR_OSM_W1425197643,Unnamed Road Bridge - OSM 1425197643,,15.1,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19421,AP_BR_OSM_W1425200620,Unnamed Road Bridge - OSM 1425200620,,28.97,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19422,AP_BR_OSM_W1425200623,Unnamed Road Bridge - OSM 1425200623,,29.1,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19423,AP_BR_OSM_W1425200629,Unnamed Road Bridge - OSM 1425200629,,29.0,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19424,AP_BR_OSM_W1425202829,Unnamed Road Bridge - OSM 1425202829,,27.6,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19425,AP_BR_OSM_W1425202847,Unnamed Road Bridge - OSM 1425202847,,25.44,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19426,AP_BR_OSM_W1425204056,Unnamed Road Bridge - OSM 1425204056,,31.91,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19427,AP_BR_OSM_W1425204059,Unnamed Road Bridge - OSM 1425204059,,29.02,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19428,AP_BR_OSM_W1425204061,Unnamed Road Bridge - OSM 1425204061,,29.17,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19429,AP_BR_OSM_W1425204071,Unnamed Road Bridge - OSM 1425204071,,49.99,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19430,AP_BR_OSM_W1425204072,Unnamed Road Bridge - OSM 1425204072,,47.56,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19431,AP_BR_OSM_W1425205783,Unnamed Road Bridge - OSM 1425205783,,29.97,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19432,AP_BR_OSM_W1425205785,Unnamed Road Bridge - OSM 1425205785,,15.52,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19433,AP_BR_OSM_W1425205788,Unnamed Road Bridge - OSM 1425205788,,10.21,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19434,AP_BR_OSM_W1425205791,Unnamed Road Bridge - OSM 1425205791,,17.26,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19435,AP_BR_OSM_W1425205798,Unnamed Road Bridge - OSM 1425205798,,29.06,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19436,AP_BR_OSM_W1425207844,Unnamed Road Bridge - OSM 1425207844,,49.96,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19437,AP_BR_OSM_W1425207855,Unnamed Road Bridge - OSM 1425207855,,49.95,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19438,AP_BR_OSM_W1425207860,Unnamed Road Bridge - OSM 1425207860,,49.99,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19439,AP_BR_OSM_W1425207865,Unnamed Road Bridge - OSM 1425207865,,43.3,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19440,AP_BR_OSM_W1425207871,Unnamed Road Bridge - OSM 1425207871,,32.42,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19441,AP_BR_OSM_W1425208535,Unnamed Road Bridge - OSM 1425208535,,29.01,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19442,AP_BR_OSM_W1425208543,Unnamed Road Bridge - OSM 1425208543,,34.92,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19443,AP_BR_OSM_W1425231583,Unnamed Road Bridge - OSM 1425231583,,29.07,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19444,AP_BR_OSM_W1425236004,Unnamed Road Bridge - OSM 1425236004,,49.99,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19445,AP_BR_OSM_W1425236007,Unnamed Road Bridge - OSM 1425236007,,50.03,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19446,AP_BR_OSM_W1425236010,Unnamed Road Bridge - OSM 1425236010,,22.24,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19447,AP_BR_OSM_W1425239854,Unnamed Road Bridge - OSM 1425239854,,25.13,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19448,AP_BR_OSM_W1425239863,Unnamed Road Bridge - OSM 1425239863,,20.93,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19449,AP_BR_OSM_W1425248245,Unnamed Road Bridge - OSM 1425248245,,41.7,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19450,AP_BR_OSM_W1425248252,Unnamed Road Bridge - OSM 1425248252,,32.71,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19451,AP_BR_OSM_W1425258737,Unnamed Road Bridge - OSM 1425258737,,28.97,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19452,AP_BR_OSM_W1425371167,Narsipatnam - Chintapalli - Sileru Road,,29.97,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19453,AP_BR_OSM_W1425371194,Chinatapalli Road,,33.74,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19454,AP_BR_OSM_W1425479195,Unnamed Road Bridge - OSM 1425479195,,22.38,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19455,AP_BR_OSM_W1425483180,Unnamed Road Bridge - OSM 1425483180,,33.2,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19456,AP_BR_OSM_W1425487397,Unnamed Road Bridge - OSM 1425487397,,29.0,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19457,AP_BR_OSM_W1425487410,Unnamed Road Bridge - OSM 1425487410,,28.98,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19458,AP_BR_OSM_W1425491393,Unnamed Road Bridge - OSM 1425491393,,50.11,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19459,AP_BR_OSM_W1425491399,Unnamed Road Bridge - OSM 1425491399,,39.2,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19460,AP_BR_OSM_W1425491402,Unnamed Road Bridge - OSM 1425491402,,47.44,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19461,AP_BR_OSM_W1425491407,Unnamed Road Bridge - OSM 1425491407,,29.21,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19462,AP_BR_OSM_W1425494457,Unnamed Road Bridge - OSM 1425494457,,29.35,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19463,AP_BR_OSM_W1425494468,Unnamed Road Bridge - OSM 1425494468,,28.48,HIGH_CAPACITY,,,,ROAD,trunk,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19464,AP_BR_OSM_W1425495168,Unnamed Road Bridge - OSM 1425495168,,9.48,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19465,AP_BR_OSM_W1425506563,Unnamed Road Bridge - OSM 1425506563,,89.07,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19466,AP_BR_OSM_W1425511635,Unnamed Road Bridge - OSM 1425511635,,50.1,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19467,AP_BR_OSM_W1425511637,Unnamed Road Bridge - OSM 1425511637,,29.32,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19468,AP_BR_OSM_W1425511648,Unnamed Road Bridge - OSM 1425511648,,29.12,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19469,AP_BR_OSM_W1425515592,Palkur Road,,25.21,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19470,AP_BR_OSM_W1425515596,Unnamed Road Bridge - OSM 1425515596,,29.04,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19471,AP_BR_OSM_W1425515608,Unnamed Road Bridge - OSM 1425515608,,24.38,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19472,AP_BR_OSM_W1425515626,Kalva - Bethamcherla - Banaganapalle Road,,29.09,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19473,AP_BR_OSM_W1425527133,Unnamed Road Bridge - OSM 1425527133,,29.92,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19474,AP_BR_OSM_W1425540632,Unnamed Road Bridge - OSM 1425540632,,36.28,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19475,AP_BR_OSM_W1425541526,Unnamed Road Bridge - OSM 1425541526,,13.39,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19476,AP_BR_OSM_W1425541528,Unnamed Road Bridge - OSM 1425541528,,15.66,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19477,AP_BR_OSM_W1425544691,Ummdyapalle Road,,5.54,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19478,AP_BR_OSM_W1425544708,Unnamed Road Bridge - OSM 1425544708,,29.16,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19479,AP_BR_OSM_W1425544711,Unnamed Road Bridge - OSM 1425544711,,29.08,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19480,AP_BR_OSM_W1425545308,Unnamed Road Bridge - OSM 1425545308,,29.06,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19481,AP_BR_OSM_W1425607027,Unnamed Road Bridge - OSM 1425607027,,50.16,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19482,AP_BR_OSM_W1425708458,Unnamed Road Bridge - OSM 1425708458,,17.12,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19483,AP_BR_OSM_W1425708470,Unnamed Road Bridge - OSM 1425708470,,19.87,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19484,AP_BR_OSM_W1425708472,Unnamed Road Bridge - OSM 1425708472,,11.46,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19485,AP_BR_OSM_W1425708475,Unnamed Road Bridge - OSM 1425708475,,16.4,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19486,AP_BR_OSM_W1425708480,Unnamed Road Bridge - OSM 1425708480,,24.14,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19487,AP_BR_OSM_W1425708483,Unnamed Road Bridge - OSM 1425708483,,19.07,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
19488,AP_BR_OSM_W1425708496,Unnamed Road Bridge - OSM 1425708496,,28.46,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
