asset_id,asset_code,asset_name,asset_type,feature_version,static_features,hydrology_features,has_direct_hydrology,generated_at
94,AP_DAM_WRIS_AP01LH0098,Kampasamudram New Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0098"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": ""RD"", ""built_year"": null, ""gate_count"": null, ""river_name"": ""Pennar"", ""dam_height_m"": 11.2, ""dam_length_m"": 1830.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03639"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
95,AP_DAM_WRIS_AP01MH0100,Kushavathi Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0100"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Khushavathi"", ""dam_height_m"": 17.47, ""dam_length_m"": 1030.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03683"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 739.0}",{},False,2026-09-03T04:52:14.819262+00:00
96,AP_DAM_WRIS_AP01LH0102,Madakasira Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0102"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 12.0, ""dam_length_m"": 686.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03753"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 83.0}",{},False,2026-09-03T04:52:14.819262+00:00
97,AP_DAM_WRIS_AP01LH0136,Marala Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0136"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 13.8, ""dam_length_m"": 624.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03770"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Under Construction"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.4, ""design_flood_source_value"": null, ""engineering_fields_available"": 4.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
98,AP_DAM_WRIS_AP01MH0036,Muraripalli / Mararipalli Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0036"", ""dam_type"": ""TE"", ""age_years"": 51.0, ""gate_type"": null, ""built_year"": 1975.0, ""gate_count"": null, ""river_name"": ""Krishna"", ""dam_height_m"": 18.68, ""dam_length_m"": 732.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03792"", ""authority_level"": ""B2"", ""completion_year"": 1975.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
99,AP_DAM_WRIS_AP01MH0138,"N.T.R. , Thatiparthi(V), Madugula (M) Dam",dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0138"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": ""LG"", ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 24.51, ""dam_length_m"": 1317.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03798"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Under Construction"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 16386.0}",{},False,2026-09-03T04:52:14.819262+00:00
100,AP_DAM_WRIS_AP01MH0028,Nagurur Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0028"", ""dam_type"": ""TE"", ""age_years"": 55.0, ""gate_type"": ""LG"", ""built_year"": 1971.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 28.05, ""dam_length_m"": 800.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D03800"", ""authority_level"": ""B2"", ""completion_year"": 1971.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
101,AP_DAM_WRIS_AP01LH0037,"Pedda Cheruvu , Nagasamudram Dam",dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0037"", ""dam_type"": ""TE"", ""age_years"": 51.0, ""gate_type"": null, ""built_year"": 1975.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 14.0, ""dam_length_m"": 1295.68, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D04530"", ""authority_level"": ""B2"", ""completion_year"": 1975.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 2899.0}",{},False,2026-09-03T04:52:14.819262+00:00
102,AP_DAM_WRIS_AP01LH0108,Pedda Rayala Cheruvu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0108"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 12.0, ""dam_length_m"": 800.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D04532"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.4, ""design_flood_source_value"": null, ""engineering_fields_available"": 4.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
103,AP_DAM_WRIS_AP01MH0109,Pedda Tippa Samudram Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0109"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 15.39, ""dam_length_m"": 1550.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D04533"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 474.0}",{},False,2026-09-03T04:52:14.819262+00:00
104,AP_DAM_WRIS_AP01LH0107,"Peddabadava, Tulasikrishan Dam",dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0107"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Peddabadava"", ""dam_height_m"": 10.74, ""dam_length_m"": 571.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D04534"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 118.0, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 31.0}",{},False,2026-09-03T04:52:14.819262+00:00
105,AP_DAM_WRIS_D04538,"Peddayetivanka, Annupal Dam",dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Peddayetivanka"", ""dam_height_m"": 12.11, ""dam_length_m"": 235.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D04538"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 82.0}",{},False,2026-09-03T04:52:14.819262+00:00
106,AP_DAM_WRIS_AP01LH0067,Pendlur Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0067"", ""dam_type"": ""TE"", ""age_years"": 28.0, ""gate_type"": null, ""built_year"": 1998.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 10.6, ""dam_length_m"": 1045.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D04553"", ""authority_level"": ""B2"", ""completion_year"": 1998.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 293.0}",{},False,2026-09-03T04:52:14.819262+00:00
107,AP_DAM_WRIS_AP01LH0111,Peruru Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0111"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 10.0, ""dam_length_m"": 2520.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D04558"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.4, ""design_flood_source_value"": null, ""engineering_fields_available"": 4.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
108,AP_DAM_WRIS_AP01LH0045,Pittakayagulla Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0045"", ""dam_type"": ""TE"", ""age_years"": 48.0, ""gate_type"": null, ""built_year"": 1978.0, ""gate_count"": null, ""river_name"": ""Vemuluri Stream"", ""dam_height_m"": 12.5, ""dam_length_m"": null, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D04567"", ""authority_level"": ""B2"", ""completion_year"": 1978.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 429.0}",{},False,2026-09-03T04:52:14.819262+00:00
109,AP_DAM_WRIS_AP01LH0115,Rayalacheruvu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0115"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Pennar"", ""dam_height_m"": 10.0, ""dam_length_m"": 920.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D04630"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 260.0, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 21.0}",{},False,2026-09-03T04:52:14.819262+00:00
110,AP_DAM_WRIS_AP01LH0048,Sadasivakona Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0048"", ""dam_type"": ""TE"", ""age_years"": 47.0, ""gate_type"": null, ""built_year"": 1979.0, ""gate_count"": null, ""river_name"": ""Sadasivakona"", ""dam_height_m"": 14.03, ""dam_length_m"": 619.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D04649"", ""authority_level"": ""B2"", ""completion_year"": 1979.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 137.0, ""engineering_completeness"": 0.7, ""design_flood_source_value"": null, ""engineering_fields_available"": 7.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 180.0}",{},False,2026-09-03T04:52:14.819262+00:00
111,AP_DAM_WRIS_AP01LH0055,Thadukuvagu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0055"", ""dam_type"": ""TE"", ""age_years"": 44.0, ""gate_type"": null, ""built_year"": 1982.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 12.2, ""dam_length_m"": 900.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05261"", ""authority_level"": ""B2"", ""completion_year"": 1982.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 680.0}",{},False,2026-09-03T04:52:14.819262+00:00
112,AP_DAM_WRIS_AP01MH0145,"Urakagedda , Sankaram (V), Madugula(M) Dam",dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0145"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 25.0, ""dam_length_m"": 515.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05266"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Under Construction"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 15651.0}",{},False,2026-09-03T04:52:14.819262+00:00
113,AP_DAM_WRIS_AP01LH0071,Sancherla Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0071"", ""dam_type"": ""TE"", ""age_years"": 26.0, ""gate_type"": null, ""built_year"": 2000.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 12.0, ""dam_length_m"": 500.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05180"", ""authority_level"": ""B2"", ""completion_year"": 2000.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 340.0}",{},False,2026-09-03T04:52:14.819262+00:00
114,AP_DAM_WRIS_AP01LH0116,Sankarayalapeta Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0116"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 13.0, ""dam_length_m"": 2000.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05182"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.4, ""design_flood_source_value"": null, ""engineering_fields_available"": 4.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
115,AP_DAM_WRIS_AP01LH0147,Vanaka Badigedda Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0147"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Vanaka Badigedda"", ""dam_height_m"": 13.0, ""dam_length_m"": 630.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05291"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Under Construction"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 1.99, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
116,AP_DAM_WRIS_AP01MH0066,Varikunta Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0066"", ""dam_type"": ""TE"", ""age_years"": 29.0, ""gate_type"": ""RD"", ""built_year"": 1997.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 15.1, ""dam_length_m"": 1156.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05292"", ""authority_level"": ""B2"", ""completion_year"": 1997.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 810.0}",{},False,2026-09-03T04:52:14.819262+00:00
117,AP_DAM_WRIS_AP01LH0032,Vyasasamudram Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0032"", ""dam_type"": ""TE + PG"", ""age_years"": 52.0, ""gate_type"": ""LG"", ""built_year"": 1974.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 11.29, ""dam_length_m"": 840.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05299"", ""authority_level"": ""B2"", ""completion_year"": 1974.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 169.0}",{},False,2026-09-03T04:52:14.819262+00:00
118,AP_DAM_WRIS_AP01LH0124,Y.T.Cheruvu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0124"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": ""LG"", ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 10.0, ""dam_length_m"": 2078.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05300"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 226.0}",{},False,2026-09-03T04:52:14.819262+00:00
119,AP_DAM_WRIS_AP01LH0061,Savisettipalli Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0061"", ""dam_type"": ""TE"", ""age_years"": 41.0, ""gate_type"": null, ""built_year"": 1985.0, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 12.0, ""dam_length_m"": 200.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05190"", ""authority_level"": ""B2"", ""completion_year"": 1985.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.6, ""design_flood_source_value"": null, ""engineering_fields_available"": 6.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 130.0}",{},False,2026-09-03T04:52:14.819262+00:00
120,AP_DAM_WRIS_AP01LH0117,"Seethai Cheru, Seethaipally Dam",dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0117"", ""dam_type"": ""TE"", ""age_years"": 104.0, ""gate_type"": null, ""built_year"": 1922.0, ""gate_count"": null, ""river_name"": ""Godavari"", ""dam_height_m"": 11.0, ""dam_length_m"": 1020.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05193"", ""authority_level"": ""B2"", ""completion_year"": 1922.0, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.7, ""design_flood_source_value"": null, ""engineering_fields_available"": 7.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 104.0}",{},False,2026-09-03T04:52:14.819262+00:00
121,AP_DAM_WRIS_AP01LH0118,Sreerangarayani Cheruvu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0118"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 11.708, ""dam_length_m"": 2378.76, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05207"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 992.0}",{},False,2026-09-03T04:52:14.819262+00:00
122,AP_DAM_WRIS_AP01LH0120,T.Sundupalli Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0120"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": null, ""dam_height_m"": 10.0, ""dam_length_m"": 1100.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D05214"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.5, ""design_flood_source_value"": null, ""engineering_fields_available"": 5.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 685.0}",{},False,2026-09-03T04:52:14.819262+00:00
